id,empreendimento,apartamento,bairro,torre,andar,area,quartos,vagas,suite,varanda_m2,cobertura,vista,orientacao,posicao,padrao_score,lazer_score,localizacao_score,fase_obra,meses_lancamento,desconto_pct,preco_m2,origem
"545","NOVO-11","1001","Leste","T1","10","123","3","2","2","12.5","0","rua","L","frente","4","3","4","pronto","15","3.2","37362","hibrida_calibrada"
"546","NOVO-11","1002","Leste","T1","10","109","3","2","2","4.2","0","parque","S","frente","4","3","4","pronto","10","6.7","31850","hibrida_calibrada"
"547","NOVO-11","1003","Leste","T1","10","51","1","1","0","9.6","0","parque","O","lateral","4","3","4","pronto","2","6.7","28139","hibrida_calibrada"
"548","NOVO-11","1004","Leste","T1","10","100","3","1","1","11.3","0","parque","N","fundos","4","3","4","pronto","2","3.8","25238","hibrida_calibrada"
"549","NOVO-11","1101","Leste","T1","11","107","3","2","2","12.9","0","parque","S","frente","4","3","4","pronto","24","6","28880","hibrida_calibrada"
"550","NOVO-11","1102","Leste","T1","11","53","1","0","0","2.8","0","rua","O","frente","4","3","4","pronto","13","6.1","29652","hibrida_calibrada"
"551","NOVO-11","1103","Leste","T1","11","46","1","1","0","2.9","0","parque","N","lateral","4","3","4","pronto","26","3.5","34965","hibrida_calibrada"
"552","NOVO-11","1104","Leste","T1","11","139","4","2","2","18.4","0","parque","L","fundos","4","3","4","pronto","21","4.4","35655","hibrida_calibrada"
"553","NOVO-11","1201","Leste","T1","12","132","4","2","2","15.9","0","rua","O","frente","4","3","4","pronto","4","5.1","22610","hibrida_calibrada"
"554","NOVO-11","1202","Leste","T1","12","123","3","2","2","15.5","0","rua","N","frente","4","3","4","pronto","23","6.3","30360","hibrida_calibrada"
"555","NOVO-11","1203","Leste","T1","12","48","1","1","0","6.1","0","parque","L","lateral","4","3","4","pronto","25","6.4","32910","hibrida_calibrada"
"556","NOVO-11","1204","Leste","T1","12","44","1","1","0","8.4","0","parque","S","fundos","4","3","4","pronto","3","2.9","26632","hibrida_calibrada"
"557","NOVO-11","1301","Leste","T1","13","157","4","3","2","12.1","0","rua","N","frente","4","3","4","pronto","9","4.6","27490","hibrida_calibrada"
"558","NOVO-11","1302","Leste","T1","13","114","3","2","2","8","0","parque","L","frente","4","3","4","pronto","17","6.9","24747","hibrida_calibrada"
"559","NOVO-11","1303","Leste","T1","13","50","1","0","0","5.2","0","parque","S","lateral","4","3","4","pronto","21","8.1","24205","hibrida_calibrada"
"560","NOVO-11","1304","Leste","T1","13","99","3","1","1","11","0","rua","O","fundos","4","3","4","pronto","27","7.1","23270","hibrida_calibrada"
"561","NOVO-11","1401","Leste","T1","14","83","3","1","1","5.9","0","parque","L","frente","4","3","4","pronto","7","6","25149","hibrida_calibrada"
"562","NOVO-11","1402","Leste","T1","14","134","4","2","2","13.6","0","parque","S","frente","4","3","4","pronto","23","8.1","27439","hibrida_calibrada"
"563","NOVO-11","1403","Leste","T1","14","111","3","2","2","9.5","0","rua","O","lateral","4","3","4","pronto","21","3.7","29164","hibrida_calibrada"
"564","NOVO-11","1404","Leste","T1","14","42","1","0","0","2.4","0","parque","N","fundos","4","3","4","pronto","1","4.6","26050","hibrida_calibrada"
"565","NOVO-11","1501","Leste","T1","15","115","3","2","2","14.5","0","rua","S","frente","4","3","4","pronto","7","1.9","27183","hibrida_calibrada"
"566","NOVO-11","1502","Leste","T1","15","51","1","1","0","1.4","0","parque","O","frente","4","3","4","pronto","17","4.6","28782","hibrida_calibrada"
"567","NOVO-11","1503","Leste","T1","15","55","2","1","0","9","0","rua","N","lateral","4","3","4","pronto","22","6.5","32504","hibrida_calibrada"
"568","NOVO-11","1504","Leste","T1","15","92","3","1","1","5.2","0","parque","L","fundos","4","3","4","pronto","15","4.3","32368","hibrida_calibrada"
"569","NOVO-11","1601","Leste","T1","16","111","3","2","2","12.7","0","rua","O","frente","4","3","4","pronto","22","4.3","25262","hibrida_calibrada"
"570","NOVO-11","1602","Leste","T1","16","118","3","2","2","12.1","0","parque","N","frente","4","3","4","pronto","17","6.1","28655","hibrida_calibrada"
"571","NOVO-11","1603","Leste","T1","16","104","3","1","1","16.1","0","parque","L","lateral","4","3","4","pronto","9","4.9","30546","hibrida_calibrada"
"572","NOVO-11","1604","Leste","T1","16","79","2","1","1","8.5","0","parque","S","fundos","4","3","4","pronto","9","5.3","26411","hibrida_calibrada"
"573","NOVO-11","1701","Leste","T1","17","112","3","2","2","15.8","1","parque","N","frente","4","3","4","pronto","23","7.1","31473","hibrida_calibrada"
"574","NOVO-11","1702","Leste","T1","17","126","4","2","2","11.1","1","parque","L","frente","4","3","4","pronto","22","4.1","34770","hibrida_calibrada"
"575","NOVO-11","1703","Leste","T1","17","119","3","2","2","8.1","0","parque","S","lateral","4","3","4","pronto","9","4.1","30461","hibrida_calibrada"
"576","NOVO-11","1704","Leste","T1","17","99","3","1","1","7.3","0","parque","O","fundos","4","3","4","pronto","27","8","30335","hibrida_calibrada"
"577","NOVO-12","0101","Centro-Sul","T2","1","126","4","2","2","12.1","0","rua","L","frente","5","5","5","lancamento","7","3.9","34429","hibrida_calibrada"
"578","NOVO-12","0102","Centro-Sul","T2","1","141","4","2","2","11.1","0","rua","S","frente","5","5","5","lancamento","18","5.5","30492","hibrida_calibrada"
"579","NOVO-12","0201","Centro-Sul","T2","2","87","3","1","1","4.3","0","parque","S","frente","5","5","5","lancamento","19","4","39568","hibrida_calibrada"
"580","NOVO-12","0202","Centro-Sul","T2","2","53","1","0","0","0","0","rua","O","frente","5","5","5","lancamento","14","3.9","31102","hibrida_calibrada"
"581","NOVO-12","0301","Centro-Sul","T2","3","54","1","0","0","3","0","rua","O","frente","5","5","5","lancamento","12","4.8","29432","hibrida_calibrada"
"582","NOVO-12","0302","Centro-Sul","T2","3","51","1","0","0","9.7","0","rua","N","frente","5","5","5","lancamento","25","5.6","35770","hibrida_calibrada"
"583","NOVO-12","0401","Centro-Sul","T2","4","138","4","2","2","5.8","0","rua","N","frente","5","5","5","lancamento","7","5.5","40760","hibrida_calibrada"
"584","NOVO-12","0402","Centro-Sul","T2","4","44","1","0","0","2.8","0","rua","L","frente","5","5","5","lancamento","7","6.6","38899","hibrida_calibrada"
"585","NOVO-12","0501","Centro-Sul","T2","5","51","1","1","0","10.9","0","rua","L","frente","5","5","5","lancamento","20","2.4","47657","hibrida_calibrada"
"586","NOVO-12","0502","Centro-Sul","T2","5","143","4","2","2","11.4","0","parque","S","frente","5","5","5","lancamento","6","5.4","34461","hibrida_calibrada"
"587","NOVO-12","0601","Centro-Sul","T2","6","50","1","1","0","3.7","0","rua","S","frente","5","5","5","lancamento","17","6.1","39436","hibrida_calibrada"
"588","NOVO-12","0602","Centro-Sul","T2","6","114","3","2","2","7.8","0","parque","O","frente","5","5","5","lancamento","15","6.3","40397","hibrida_calibrada"
"589","NOVO-12","0701","Centro-Sul","T2","7","149","4","2","2","16.4","0","parque","O","frente","5","5","5","lancamento","27","6.1","44868","hibrida_calibrada"
"590","NOVO-12","0702","Centro-Sul","T2","7","138","4","2","2","14.8","0","rua","N","frente","5","5","5","lancamento","6","5.5","46780","hibrida_calibrada"
"591","NOVO-12","0801","Centro-Sul","T2","8","61","2","1","0","5.3","0","parque","N","frente","5","5","5","lancamento","9","3.5","49476","hibrida_calibrada"
"592","NOVO-12","0802","Centro-Sul","T2","8","115","3","2","2","14.7","0","rua","L","frente","5","5","5","lancamento","20","2.9","38419","hibrida_calibrada"
"593","NOVO-12","0901","Centro-Sul","T2","9","94","3","1","1","9.7","0","rua","L","frente","5","5","5","lancamento","11","5","35422","hibrida_calibrada"
"594","NOVO-12","0902","Centro-Sul","T2","9","138","4","2","2","12.5","0","rua","S","frente","5","5","5","lancamento","28","6.5","31480","hibrida_calibrada"
"595","NOVO-12","1001","Centro-Sul","T2","10","45","1","1","0","4.6","0","rua","S","frente","5","5","5","lancamento","22","7.8","32302","hibrida_calibrada"
"596","NOVO-12","1002","Centro-Sul","T2","10","152","4","2","2","18.4","0","rua","O","frente","5","5","5","lancamento","5","3.5","41831","hibrida_calibrada"
"597","NOVO-12","1101","Centro-Sul","T2","11","146","4","2","2","19","0","parque","O","frente","5","5","5","lancamento","7","6.4","40258","hibrida_calibrada"
"598","NOVO-12","1102","Centro-Sul","T2","11","128","4","2","2","9.5","0","rua","N","frente","5","5","5","lancamento","23","4.1","37553","hibrida_calibrada"
"599","NOVO-12","1201","Centro-Sul","T2","12","116","3","2","2","11.9","0","parque","N","frente","5","5","5","lancamento","9","4.9","45197","hibrida_calibrada"
"600","NOVO-12","1202","Centro-Sul","T2","12","85","3","1","1","5.9","0","rua","L","frente","5","5","5","lancamento","24","3.9","42945","hibrida_calibrada"
"601","NOVO-12","1301","Centro-Sul","T2","13","50","1","1","0","2.7","0","rua","L","frente","5","5","5","lancamento","17","2.1","50802","hibrida_calibrada"
"602","NOVO-12","1302","Centro-Sul","T2","13","125","4","2","2","8.8","0","parque","S","frente","5","5","5","lancamento","19","2.7","39938","hibrida_calibrada"
"603","NOVO-12","1401","Centro-Sul","T2","14","121","3","2","2","11.1","0","rua","S","frente","5","5","5","lancamento","11","3.9","47524","hibrida_calibrada"
"604","NOVO-12","1402","Centro-Sul","T2","14","51","1","1","0","2.1","0","rua","O","frente","5","5","5","lancamento","12","3.5","42247","hibrida_calibrada"
"605","NOVO-12","1501","Centro-Sul","T2","15","131","4","2","2","12.4","0","parque","O","frente","5","5","5","lancamento","19","3.3","46712","hibrida_calibrada"
"606","NOVO-12","1502","Centro-Sul","T2","15","129","4","2","2","10.2","0","parque","N","frente","5","5","5","lancamento","15","6.5","45447","hibrida_calibrada"
"607","NOVO-12","1601","Centro-Sul","T2","16","129","4","2","2","10.5","0","rua","N","frente","5","5","5","lancamento","11","4.3","44243","hibrida_calibrada"
"608","NOVO-12","1602","Centro-Sul","T2","16","131","4","2","2","11.8","0","rua","L","frente","5","5","5","lancamento","30","4.9","35525","hibrida_calibrada"
"609","NOVO-12","1701","Centro-Sul","T2","17","141","4","2","2","12.3","0","rua","L","frente","5","5","5","lancamento","8","2.2","35779","hibrida_calibrada"
"610","NOVO-12","1702","Centro-Sul","T2","17","141","4","2","2","11.9","0","rua","S","frente","5","5","5","lancamento","17","3.9","47405","hibrida_calibrada"
"611","NOVO-12","1801","Centro-Sul","T2","18","116","3","2","2","3.8","0","parque","S","frente","5","5","5","lancamento","20","2.7","39161","hibrida_calibrada"
"612","NOVO-12","1802","Centro-Sul","T2","18","115","3","2","2","13.4","0","parque","O","frente","5","5","5","lancamento","15","4.9","54912","hibrida_calibrada"
"613","NOVO-12","1901","Centro-Sul","T2","19","112","3","2","2","8.5","0","rua","O","frente","5","5","5","lancamento","1","4.3","42312","hibrida_calibrada"
"614","NOVO-12","1902","Centro-Sul","T2","19","127","4","2","2","13.5","0","parque","N","frente","5","5","5","lancamento","1","4","43965","hibrida_calibrada"
"615","NOVO-12","2001","Centro-Sul","T2","20","130","4","2","2","10.9","0","parque","N","frente","5","5","5","lancamento","15","5.7","42540","hibrida_calibrada"
"616","NOVO-12","2002","Centro-Sul","T2","20","125","4","2","2","13.1","0","rua","L","frente","5","5","5","lancamento","25","7.2","32752","hibrida_calibrada"
"617","NOVO-12","2101","Centro-Sul","T2","21","129","4","2","2","10.8","0","rua","L","frente","5","5","5","lancamento","25","6.2","37126","hibrida_calibrada"
"618","NOVO-12","2102","Centro-Sul","T2","21","131","4","2","2","13.4","0","parque","S","frente","5","5","5","lancamento","13","2.3","53199","hibrida_calibrada"
"619","NOVO-12","2201","Centro-Sul","T2","22","61","2","1","0","4","0","rua","S","frente","5","5","5","lancamento","25","4.4","48793","hibrida_calibrada"
"620","NOVO-12","2202","Centro-Sul","T2","22","126","4","2","2","7","0","rua","O","frente","5","5","5","lancamento","29","6.3","44052","hibrida_calibrada"
"621","NOVO-12","2301","Centro-Sul","T2","23","150","4","2","2","13.2","0","parque","O","frente","5","5","5","lancamento","15","6.6","41403","hibrida_calibrada"
"622","NOVO-12","2302","Centro-Sul","T2","23","125","4","2","2","9.8","0","rua","N","frente","5","5","5","lancamento","28","6.6","48204","hibrida_calibrada"
"623","NOVO-12","2401","Centro-Sul","T2","24","162","4","3","2","15.8","0","parque","N","frente","5","5","5","lancamento","3","4","52016","hibrida_calibrada"
"624","NOVO-12","2402","Centro-Sul","T2","24","43","1","1","0","3.9","0","rua","L","frente","5","5","5","lancamento","27","4.8","46653","hibrida_calibrada"
"625","NOVO-12","2501","Centro-Sul","T2","25","137","4","2","2","8.4","1","parque","L","frente","5","5","5","lancamento","5","3.4","61820","hibrida_calibrada"
"626","NOVO-12","2502","Centro-Sul","T2","25","140","4","2","2","14.9","0","parque","S","frente","5","5","5","lancamento","13","3.1","61166","hibrida_calibrada"
